User ID,date,login_count,success_rate,night_login_ratio,unique_ips,unique_countries,unique_asns,unique_devices,mean_logins,std_logins,mean_night_ratio,mean_unique_ips,mean_unique_countries,mean_unique_devices,z_logins,ip_ratio,country_ratio,device_ratio,night_deviation,anomaly_score,ato,attack_ip,alert_reason
-915874203850528192,2020-08-03,7,0.7142857142857143,0.0,3,1,2,2,1.608695652173913,1.2699008706760826,0.21739130434782608,1.2173913043478262,1.1304347826086956,1.2173913043478262,4.245452910789651,2.464285714285714,0.8846153846153847,1.6428571428571428,-0.21739130434782608,0.13632280005161657,False,True,login volume far above baseline; multiple new IP addresses; new devices observed
8234718033283260712,2021-02-26,7,0.8571428571428571,0.0,3,2,3,2,1.6046511627906976,1.347652895888342,0.5116279069767442,1.0930232558139534,1.0465116279069768,1.0930232558139534,4.003515188273173,2.74468085106383,1.911111111111111,1.8297872340425534,-0.5116279069767442,0.13394510824777328,False,False,login volume far above baseline; multiple new IP addresses; logins from multiple countries; new devices observed
-1105875135061296654,2020-06-09,7,1.0,0.0,5,1,2,2,1.8857142857142857,1.3009369603443188,0.35238095238095235,1.457142857142857,1.0857142857142856,1.2285714285714286,3.931232542530052,3.431372549019608,0.9210526315789475,1.627906976744186,-0.35238095238095235,0.13364431674944566,False,True,login volume far above baseline; multiple new IP addresses; new devices observed
8105329987683138826,2020-08-04,7,1.0,0.14285714285714285,5,1,3,2,1.443298969072165,0.9786158610182167,0.37088856161021105,1.2268041237113403,1.0515463917525774,1.0309278350515463,5.678122797995809,4.07563025210084,0.9509803921568627,1.9400000000000002,-0.2280314187530682,0.13337696644401165,False,False,login volume far above baseline; multiple new IP addresses; new devices observed
-1159271285732371893,2020-05-31,6,0.5,0.16666666666666666,3,2,3,2,1.0686274509803921,0.512416212355276,0.46732026143790845,1.0294117647058822,1.0196078431372548,1.0098039215686274,9.62376371027175,2.9142857142857146,1.9615384615384617,1.9805825242718447,-0.30065359477124176,0.1327808185830519,False,False,login volume far above baseline; multiple new IP addresses; logins from multiple countries; new devices observed
7566036960400292984,2020-02-15,3,0.6666666666666666,0.3333333333333333,3,1,2,2,1.1428571428571428,0.442959845955689,0.9682539682539681,1.0357142857142858,1.0119047619047619,1.0119047619047619,4.1925760858437595,2.8965517241379306,0.9882352941176471,1.9764705882352942,-0.6349206349206349,0.13235751568072152,False,False,login volume far above baseline; multiple new IP addresses; new devices observed
7470558100220665624,2020-07-24,9,0.7777777777777778,0.5555555555555556,4,2,4,2,1.595307917888563,0.9109666692886021,0.17684913652655587,1.3020527859237536,1.0058651026392962,1.0175953079178885,8.128389689486616,3.0720720720720722,1.9883381924198251,1.9654178674351586,0.3787064190289997,0.13183008908163107,True,True,login volume far above baseline; multiple new IP addresses; logins from multiple countries; new devices observed
8105329987683138826,2020-06-26,6,0.8333333333333334,0.16666666666666666,4,1,3,2,1.443298969072165,0.9786158610182167,0.37088856161021105,1.2268041237113403,1.0515463917525774,1.0309278350515463,4.656271385369476,3.2605042016806722,0.9509803921568627,1.9400000000000002,-0.2042218949435444,0.13150804456340448,False,False,login volume far above baseline; multiple new IP addresses; new devices observed
9062384034431216043,2020-03-10,14,1.0,0.0,3,1,2,2,2.2,3.4267852490135913,0.3466666666666667,1.3333333333333333,1.0666666666666667,1.0666666666666667,3.4434606030233907,2.25,0.9375,1.875,-0.3466666666666667,0.1312414168220074,False,True,login volume far above baseline; multiple new IP addresses; new devices observed
-3755286854393492752,2020-12-09,4,0.75,0.0,3,2,3,2,1.185483870967742,0.5464882043203829,0.2620967741935484,1.0483870967741935,1.0241935483870968,1.0241935483870968,5.150186420825702,2.8615384615384616,1.952755905511811,1.952755905511811,-0.2620967741935484,0.1310986649808259,False,False,login volume far above baseline; multiple new IP addresses; logins from multiple countries; new devices observed
